product_index,sku_code,design_nr,category,size,color
4768,JNE3564-KR-XXL,JNE3564,KURTA,XXL,Black
4769,JNE3564-KR-XXXL,JNE3564,KURTA,XXXL,Black
4770,JNE3565-KR-L,JNE3565,KURTA,L,Brown
4771,JNE3565-KR-M,JNE3565,KURTA,M,Brown
4772,JNE3565-KR-S,JNE3565,KURTA,S,Brown
4773,JNE3565-KR-XL,JNE3565,KURTA,XL,Brown
4774,JNE3565-KR-XS,JNE3565,KURTA,XS,Brown
4775,JNE3565-KR-XXL,JNE3565,KURTA,XXL,Brown
4776,JNE3565-KR-XXXL,JNE3565,KURTA,XXXL,Brown
4777,JNE3566-KR-L,JNE3566,KURTA,L,Dark Green
4778,JNE3566-KR-M,JNE3566,KURTA,M,Dark Green
4779,JNE3566-KR-S,JNE3566,KURTA,S,Dark Green
4780,JNE3566-KR-XL,JNE3566,KURTA,XL,Dark Green
4781,JNE3566-KR-XXL,JNE3566,KURTA,XXL,Dark Green
4782,JNE3567-KR-L,JNE3567,KURTA,L,Blue
4783,JNE3567-KR-M,JNE3567,KURTA,M,Blue
4784,JNE3567-KR-S,JNE3567,KURTA,S,Blue
4785,JNE3567-KR-XL,JNE3567,KURTA,XL,Blue
4786,JNE3567-KR-XS,JNE3567,KURTA,XS,Blue
4787,JNE3567-KR-XXL,JNE3567,KURTA,XXL,Blue
4788,JNE3567-KR-XXXL,JNE3567,KURTA,XXXL,Blue
4789,JNE3567-KR-5XL,JNE3568,KURTA,5XL,Yellow
4790,JNE3568-KR-L,JNE3568,KURTA,L,Yellow
4791,JNE3568-KR-M,JNE3568,KURTA,M,Yellow
4792,JNE3568-KR-S,JNE3568,KURTA,S,Yellow
4793,JNE3568-KR-XL,JNE3568,KURTA,XL,Yellow
4794,JNE3568-KR-XS,JNE3568,KURTA,XS,Yellow
4795,JNE3568-KR-XXL,JNE3568,KURTA,XXL,Yellow
4796,JNE3568-KR-XXXL,JNE3568,KURTA,XXXL,Yellow
4797,JNE3570-KR-L,JNE3570,KURTA,L,Light Green
4798,JNE3570-KR-M,JNE3570,KURTA,M,Light Green
4799,JNE3570-KR-S,JNE3570,KURTA,S,Light Green
4800,JNE3570-KR-XL,JNE3570,KURTA,XL,Light Green
4801,JNE3570-KR-XS,JNE3570,KURTA,XS,Light Green
4802,JNE3570-KR-XXL,JNE3570,KURTA,XXL,Light Green
4803,JNE3570-KR-XXXL,JNE3570,KURTA,XXXL,Light Green
4804,JNE3571-KR-L,JNE3571,KURTA,L,Sea Green
4805,JNE3571-KR-M,JNE3571,KURTA,M,Sea Green
4806,JNE3571-KR-S,JNE3571,KURTA,S,Sea Green
4807,JNE3571-KR-XL,JNE3571,KURTA,XL,Sea Green
4808,JNE3571-KR-XS,JNE3571,KURTA,XS,Sea Green
4809,JNE3571-KR-XXL,JNE3571,KURTA,XXL,Sea Green
4810,JNE3571-KR-XXXL,JNE3571,KURTA,XXXL,Sea Green
4811,JNE3572-KR-XL,JNE3572,KURTA,XL,Pink
4812,JNE3573-KR-L,JNE3573,KURTA,L,Grey
4813,JNE3573-KR-M,JNE3573,KURTA,M,Grey
4814,JNE3573-KR-S,JNE3573,KURTA,S,Grey
4815,JNE3573-KR-XL,JNE3573,KURTA,XL,Grey
4816,JNE3573-KR-XS,JNE3573,KURTA,XS,Grey
4817,JNE3573-KR-XXL,JNE3573,KURTA,XXL,Grey
4818,JNE3573-KR-XXXL,JNE3573,KURTA,XXXL,Grey
4819,JNE3574-KR-L,JNE3574,KURTA,L,Light Green
4820,JNE3574-KR-M,JNE3574,KURTA,M,Light Green
4821,JNE3574-KR-S,JNE3574,KURTA,S,Light Green
4822,JNE3574-KR-XL,JNE3574,KURTA,XL,Light Green
4823,JNE3574-KR-XS,JNE3574,KURTA,XS,Light Green
4824,JNE3574-KR-XXL,JNE3574,KURTA,XXL,Light Green
4825,JNE3574-KR-XXXL,JNE3574,KURTA,XXXL,Light Green
4826,JNE3575-KR-L,JNE3575,KURTA,L,Pink
4827,JNE3575-KR-M,JNE3575,KURTA,M,Pink
4828,JNE3575-KR-S,JNE3575,KURTA,S,Pink
4829,JNE3575-KR-XL,JNE3575,KURTA,XL,Pink
4830,JNE3575-KR-XS,JNE3575,KURTA,XS,Pink
4831,JNE3575-KR-XXL,JNE3575,KURTA,XXL,Pink
4832,JNE3575-KR-XXXL,JNE3575,KURTA,XXXL,Pink
4833,JNE3576-KR-L,JNE3576,KURTA,L,Black
4834,JNE3576-KR-M,JNE3576,KURTA,M,Black
4835,JNE3576-KR-S,JNE3576,KURTA,S,Black
4836,JNE3576-KR-XL,JNE3576,KURTA,XL,Black
4837,JNE3576-KR-XS,JNE3576,KURTA,XS,Black
4838,JNE3576-KR-XXL,JNE3576,KURTA,XXL,Black
4839,JNE3576-KR-XXXL,JNE3576,KURTA,XXXL,Black
4840,JNE3577-KR-L,JNE3577,KURTA,L,Pink
4841,JNE3577-KR-M,JNE3577,KURTA,M,Pink
4842,JNE3577-KR-S,JNE3577,KURTA,S,Pink
4843,JNE3577-KR-XL,JNE3577,KURTA,XL,Pink
4844,JNE3577-KR-XS,JNE3577,KURTA,XS,Pink
4845,JNE3577-KR-XXL,JNE3577,KURTA,XXL,Pink
4846,JNE3577-KR-XXXL,JNE3577,KURTA,XXXL,Pink
4847,JNE3578-KR-L,JNE3578,KURTA,L,Yellow
4848,JNE3578-KR-M,JNE3578,KURTA,M,Yellow
4849,JNE3578-KR-S,JNE3578,KURTA,S,Yellow
4850,JNE3578-KR-XL,JNE3578,KURTA,XL,Yellow
4851,JNE3578-KR-XS,JNE3578,KURTA,XS,Yellow
4852,JNE3578-KR-XXL,JNE3578,KURTA,XXL,Yellow
4853,JNE3578-KR-XXXL,JNE3578,KURTA,XXXL,Yellow
4854,JNE3579-KR-L,JNE3579,KURTA,L,Grey
4855,JNE3579-KR-M,JNE3579,KURTA,M,Grey
4856,JNE3579-KR-S,JNE3579,KURTA,S,Grey
4857,JNE3579-KR-XL,JNE3579,KURTA,XL,Grey
4858,JNE3579-KR-XS,JNE3579,KURTA,XS,Grey
4859,JNE3579-KR-XXL,JNE3579,KURTA,XXL,Grey
4860,JNE3579-KR-XXXL,JNE3579,KURTA,XXXL,Grey
4861,JNE3580-DR-L,JNE3580,DRESS,L,Pink
4862,JNE3580-DR-M,JNE3580,DRESS,M,Pink
4863,JNE3580-DR-S,JNE3580,DRESS,S,Pink
4864,JNE3580-DR-XL,JNE3580,DRESS,XL,Pink
4865,JNE3580-DR-XS,JNE3580,DRESS,XS,Pink
4866,JNE3580-DR-XXL,JNE3580,DRESS,XXL,Pink
4867,JNE3580-DR-XXXL,JNE3580,DRESS,XXXL,Pink
4868,JNE3581-KR-L,JNE3581,KURTA,L,Pink
4869,JNE3581-KR-M,JNE3581,KURTA,M,Pink
4870,JNE3581-KR-S,JNE3581,KURTA,S,Pink
4871,JNE3581-KR-XL,JNE3581,KURTA,XL,Pink
4872,JNE3581-KR-XXL,JNE3581,KURTA,XXL,Pink
4873,JNE3601-KR-L,JNE3601,KURTA,L,Light Green
4874,JNE3601-KR-M,JNE3601,KURTA,M,Light Green
4875,JNE3601-KR-S,JNE3601,KURTA,S,Light Green
4876,JNE3601-KR-XL,JNE3601,KURTA,XL,Light Green
4877,JNE3601-KR-XS,JNE3601,KURTA,XS,Light Green
4878,JNE3601-KR-XXL,JNE3601,KURTA,XXL,Light Green
4879,JNE3601-KR-XXXL,JNE3601,KURTA,XXXL,Light Green
4880,JNE3602-KR-L,JNE3602,KURTA,L,Pink
4881,JNE3602-KR-M,JNE3602,KURTA,M,Pink
4882,JNE3602-KR-S,JNE3602,KURTA,S,Pink
4883,JNE3602-KR-XL,JNE3602,KURTA,XL,Pink
4884,JNE3602-KR-XS,JNE3602,KURTA,XS,Pink
4885,JNE3602-KR-XXL,JNE3602,KURTA,XXL,Pink
4886,JNE3602-KR-XXXL,JNE3602,KURTA,XXXL,Pink
4887,JNE3603-KR-L,JNE3603,KURTA,L,Wine
4888,JNE3603-KR-M,JNE3603,KURTA,M,Wine
4889,JNE3603-KR-S,JNE3603,KURTA,S,Wine
4890,JNE3603-KR-XL,JNE3603,KURTA,XL,Wine
4891,JNE3603-KR-XS,JNE3603,KURTA,XS,Wine
4892,JNE3603-KR-XXL,JNE3603,KURTA,XXL,Wine
4893,JNE3603-KR-XXXL,JNE3603,KURTA,XXXL,Wine
4894,JNE3604-KR-L,JNE3604,KURTA,L,Magenta
4895,JNE3604-KR-M,JNE3604,KURTA,M,Magenta
4896,JNE3604-KR-S,JNE3604,KURTA,S,Magenta
4897,JNE3604-KR-XL,JNE3604,KURTA,XL,Magenta
4898,JNE3604-KR-XS,JNE3604,KURTA,XS,Magenta
4899,JNE3604-KR-XXL,JNE3604,KURTA,XXL,Magenta
4900,JNE3604-KR-XXXL,JNE3604,KURTA,XXXL,Magenta
4901,JNE3605-KR-L,JNE3605,KURTA,L,Pink
4902,JNE3605-KR-M,JNE3605,KURTA,M,Pink
4903,JNE3605-KR-S,JNE3605,KURTA,S,Pink
4904,JNE3605-KR-XL,JNE3605,KURTA,XL,Pink
4905,JNE3605-KR-XS,JNE3605,KURTA,XS,Pink
4906,JNE3605-KR-XXL,JNE3605,KURTA,XXL,Pink
4907,JNE3605-KR-XXXL,JNE3605,KURTA,XXXL,Pink
4908,JNE3606-KR-L,JNE3606,KURTA,L,Beige
4909,JNE3606-KR-M,JNE3606,KURTA,M,Beige
4910,JNE3606-KR-S,JNE3606,KURTA,S,Beige
4911,JNE3606-KR-XL,JNE3606,KURTA,XL,Beige
4912,JNE3606-KR-XS,JNE3606,KURTA,XS,Beige
4913,JNE3606-KR-XXL,JNE3606,KURTA,XXL,Beige
4914,JNE3606-KR-XXXL,JNE3606,KURTA,XXXL,Beige
4915,JNE3607-KR-L,JNE3607,KURTA,L,Maroon
4916,JNE3607-KR-M,JNE3607,KURTA,M,Maroon
4917,JNE3607-KR-S,JNE3607,KURTA,S,Maroon
4918,JNE3607-KR-XL,JNE3607,KURTA,XL,Maroon
4919,JNE3607-KR-XS,JNE3607,KURTA,XS,Maroon
4920,JNE3607-KR-XXL,JNE3607,KURTA,XXL,Maroon
4921,JNE3607-KR-XXXL,JNE3607,KURTA,XXXL,Maroon
4922,JNE3608-KR-L,JNE3608,KURTA,L,Maroon
4923,JNE3608-KR-M,JNE3608,KURTA,M,Maroon
4924,JNE3608-KR-S,JNE3608,KURTA,S,Maroon
4925,JNE3608-KR-XL,JNE3608,KURTA,XL,Maroon
4926,JNE3608-KR-XS,JNE3608,KURTA,XS,Maroon
4927,JNE3608-KR-XXL,JNE3608,KURTA,XXL,Maroon
4928,JNE3608-KR-XXXL,JNE3608,KURTA,XXXL,Maroon
4929,JNE3609-KR-L,JNE3609,KURTA,L,White
4930,JNE3609-KR-M,JNE3609,KURTA,M,White
4931,JNE3609-KR-S,JNE3609,KURTA,S,White
4932,JNE3609-KR-XL,JNE3609,KURTA,XL,White
4933,JNE3609-KR-XS,JNE3609,KURTA,XS,White
4934,JNE3609-KR-XXL,JNE3609,KURTA,XXL,White
4935,JNE3609-KR-XXXL,JNE3609,KURTA,XXXL,White
4936,JNE3610-KR-L,JNE3610,KURTA,L,TEAL GREEN 
4937,JNE3610-KR-M,JNE3610,KURTA,M,TEAL GREEN 
4938,JNE3610-KR-S,JNE3610,KURTA,S,TEAL GREEN 
4939,JNE3610-KR-XL,JNE3610,KURTA,XL,TEAL GREEN 
4940,JNE3610-KR-XS,JNE3610,KURTA,XS,TEAL GREEN 
4941,JNE3610-KR-XXL,JNE3610,KURTA,XXL,TEAL GREEN 
4942,JNE3610-KR-XXXL,JNE3610,KURTA,XXXL,TEAL GREEN 
4943,JNE3611-KR-L,JNE3611,KURTA,L,Black
4944,JNE3611-KR-M,JNE3611,KURTA,M,Black
4945,JNE3611-KR-S,JNE3611,KURTA,S,Black
4946,JNE3611-KR-XL,JNE3611,KURTA,XL,Black
4947,JNE3611-KR-XS,JNE3611,KURTA,XS,Black
4948,JNE3611-KR-XXL,JNE3611,KURTA,XXL,Black
4949,JNE3611-KR-XXXL,JNE3611,KURTA,XXXL,Black
4950,JNE3612-KR-L,JNE3612,KURTA,L,Light Green
4951,JNE3612-KR-M,JNE3612,KURTA,M,Light Green
4952,JNE3612-KR-S,JNE3612,KURTA,S,Light Green
4953,JNE3612-KR-XL,JNE3612,KURTA,XL,Light Green
4954,JNE3612-KR-XS,JNE3612,KURTA,XS,Light Green
4955,JNE3612-KR-XXL,JNE3612,KURTA,XXL,Light Green
4956,JNE3612-KR-XXXL,JNE3612,KURTA,XXXL,Light Green
4957,JNE3613-KR-L,JNE3613,KURTA,L,Teal
4958,JNE3613-KR-M,JNE3613,KURTA,M,Teal
4959,JNE3613-KR-S,JNE3613,KURTA,S,Teal
4960,JNE3613-KR-XL,JNE3613,KURTA,XL,Teal
4961,JNE3613-KR-XS,JNE3613,KURTA,XS,Teal
4962,JNE3613-KR-XXL,JNE3613,KURTA,XXL,Teal
4963,JNE3613-KR-XXXL,JNE3613,KURTA,XXXL,Teal
4964,JNE3614-KR-L,JNE3614,KURTA,L,TEAL GREEN 
4965,JNE3614-KR-M,JNE3614,KURTA,M,TEAL GREEN 
4966,JNE3614-KR-S,JNE3614,KURTA,S,TEAL GREEN 
4967,JNE3614-KR-XL,JNE3614,KURTA,XL,TEAL GREEN 
4968,JNE3614-KR-XS,JNE3614,KURTA,XS,TEAL GREEN 
4969,JNE3614-KR-XXL,JNE3614,KURTA,XXL,TEAL GREEN 
4970,JNE3614-KR-XXXL,JNE3614,KURTA,XXXL,TEAL GREEN 
4971,JNE3615-KR-L,JNE3615,KURTA,L,Navy Blue
4972,JNE3615-KR-M,JNE3615,KURTA,M,Navy Blue
4973,JNE3615-KR-S,JNE3615,KURTA,S,Navy Blue
4974,JNE3615-KR-XL,JNE3615,KURTA,XL,Navy Blue
4975,JNE3615-KR-XS,JNE3615,KURTA,XS,Navy Blue
4976,JNE3615-KR-XXL,JNE3615,KURTA,XXL,Navy Blue
4977,JNE3615-KR-XXXL,JNE3615,KURTA,XXXL,Navy Blue
4978,JNE3616-KR-L,JNE3616,KURTA,L,Maroon
4979,JNE3616-KR-M,JNE3616,KURTA,M,Maroon
4980,JNE3616-KR-S,JNE3616,KURTA,S,Maroon
4981,JNE3616-KR-XL,JNE3616,KURTA,XL,Maroon
4982,JNE3616-KR-XS,JNE3616,KURTA,XS,Maroon
4983,JNE3616-KR-XXL,JNE3616,KURTA,XXL,Maroon
4984,JNE3616-KR-XXXL,JNE3616,KURTA,XXXL,Maroon
4985,JNE3617-KR-L,JNE3617,KURTA,L,Black
4986,JNE3617-KR-M,JNE3617,KURTA,M,Black
4987,JNE3617-KR-S,JNE3617,KURTA,S,Black
4988,JNE3617-KR-XL,JNE3617,KURTA,XL,Black
4989,JNE3617-KR-XS,JNE3617,KURTA,XS,Black
4990,JNE3617-KR-XXL,JNE3617,KURTA,XXL,Black
4991,JNE3617-KR-XXXL,JNE3617,KURTA,XXXL,Black
4992,JNE3618-KR-L,JNE3618,KURTA,L,Teal
4993,JNE3618-KR-M,JNE3618,KURTA,M,Teal
4994,JNE3618-KR-S,JNE3618,KURTA,S,Teal
4995,JNE3618-KR-XL,JNE3618,KURTA,XL,Teal
4996,JNE3618-KR-XS,JNE3618,KURTA,XS,Teal
4997,JNE3618-KR-XXL,JNE3618,KURTA,XXL,Teal
4998,JNE3618-KR-XXXL,JNE3618,KURTA,XXXL,Teal
4999,JNE3619-KR-L,JNE3619,KURTA,L,Black
5000,JNE3619-KR-M,JNE3619,KURTA,M,Black
5001,JNE3619-KR-S,JNE3619,KURTA,S,Black
5002,JNE3619-KR-XL,JNE3619,KURTA,XL,Black
5003,JNE3619-KR-XS,JNE3619,KURTA,XS,Black
5004,JNE3619-KR-XXL,JNE3619,KURTA,XXL,Black
5005,JNE3619-KR-XXXL,JNE3619,KURTA,XXXL,Black
5006,JNE3620-KR-L,JNE3620,KURTA,L,Magenta
5007,JNE3620-KR-M,JNE3620,KURTA,M,Magenta
5008,JNE3620-KR-S,JNE3620,KURTA,S,Magenta
5009,JNE3620-KR-XL,JNE3620,KURTA,XL,Magenta
5010,JNE3620-KR-XS,JNE3620,KURTA,XS,Magenta
5011,JNE3620-KR-XXL,JNE3620,KURTA,XXL,Magenta
5012,JNE3620-KR-XXXL,JNE3620,KURTA,XXXL,Magenta
5013,JNE3621-KR-L,JNE3621,KURTA,L,OFF WHITE
5014,JNE3621-KR-M,JNE3621,KURTA,M,OFF WHITE
5015,JNE3621-KR-S,JNE3621,KURTA,S,OFF WHITE
5016,JNE3621-KR-XL,JNE3621,KURTA,XL,OFF WHITE
5017,JNE3621-KR-XS,JNE3621,KURTA,XS,OFF WHITE
5018,JNE3621-KR-XXL,JNE3621,KURTA,XXL,OFF WHITE
5019,JNE3621-KR-XXXL,JNE3621,KURTA,XXXL,OFF WHITE
5020,JNE3622-KR-L,JNE3622,KURTA,L,Black
5021,JNE3622-KR-M,JNE3622,KURTA,M,Black
5022,JNE3622-KR-S,JNE3622,KURTA,S,Black
5023,JNE3622-KR-XL,JNE3622,KURTA,XL,Black
5024,JNE3622-KR-XS,JNE3622,KURTA,XS,Black
5025,JNE3622-KR-XXL,JNE3622,KURTA,XXL,Black
5026,JNE3622-KR-XXXL,JNE3622,KURTA,XXXL,Black
5027,JNE3623-KR-L,JNE3623,KURTA,L,Green
5028,JNE3623-KR-M,JNE3623,KURTA,M,Green
5029,JNE3623-KR-S,JNE3623,KURTA,S,Green
5030,JNE3623-KR-XL,JNE3623,KURTA,XL,Green
5031,JNE3623-KR-XS,JNE3623,KURTA,XS,Green
5032,JNE3623-KR-XXL,JNE3623,KURTA,XXL,Green
5033,JNE3623-KR-XXXL,JNE3623,KURTA,XXXL,Green
5034,JNE3624-KR-L,JNE3624,KURTA,L,Taupe
5035,JNE3624-KR-M,JNE3624,KURTA,M,Taupe
5036,JNE3624-KR-S,JNE3624,KURTA,S,Taupe
5037,JNE3624-KR-XL,JNE3624,KURTA,XL,Taupe
5038,JNE3624-KR-XS,JNE3624,KURTA,XS,Taupe
5039,JNE3624-KR-XXL,JNE3624,KURTA,XXL,Taupe
5040,JNE3625-DR-L,JNE3625,DRESS,L,Peach
5041,JNE3625-DR-M,JNE3625,DRESS,M,Peach
5042,JNE3625-DR-S,JNE3625,DRESS,S,Peach
5043,JNE3625-DR-XL,JNE3625,DRESS,XL,Peach
5044,JNE3625-DR-XS,JNE3625,DRESS,XS,Peach
5045,JNE3625-DR-XXL,JNE3625,DRESS,XXL,Peach
5046,JNE3625-DR-XXXL,JNE3625,DRESS,XXXL,Peach
5047,JNE3626-KR-L,JNE3626,KURTA,L,Black
5048,JNE3626-KR-M,JNE3626,KURTA,M,Black
5049,JNE3626-KR-S,JNE3626,KURTA,S,Black
5050,JNE3626-KR-XL,JNE3626,KURTA,XL,Black
5051,JNE3626-KR-XXL,JNE3626,KURTA,XXL,Black
5052,JNE3627-KR-L,JNE3627,KURTA,L,Turquoise Blue
5053,JNE3627-KR-M,JNE3627,KURTA,M,Turquoise Blue
5054,JNE3627-KR-S,JNE3627,KURTA,S,Turquoise Blue
5055,JNE3627-KR-XL,JNE3627,KURTA,XL,Turquoise Blue
5056,JNE3627-KR-XS,JNE3627,KURTA,XS,Turquoise Blue
5057,JNE3627-KR-XXL,JNE3627,KURTA,XXL,Turquoise Blue
5058,JNE3627-KR-XXXL,JNE3627,KURTA,XXXL,Turquoise Blue
5059,JNE3628-KR-L,JNE3628,KURTA,L,Brown
5060,JNE3628-KR-M,JNE3628,KURTA,M,Brown
5061,JNE3628-KR-S,JNE3628,KURTA,S,Brown
5062,JNE3628-KR-XL,JNE3628,KURTA,XL,Brown
5063,JNE3628-KR-XS,JNE3628,KURTA,XS,Brown
5064,JNE3628-KR-XXL,JNE3628,KURTA,XXL,Brown
5065,JNE3628-KR-XXXL,JNE3628,KURTA,XXXL,Brown
5066,JNE3629-KR-L,JNE3629,KURTA,L,Green
5067,JNE3629-KR-M,JNE3629,KURTA,M,Green
5068,JNE3629-KR-S,JNE3629,KURTA,S,Green
5069,JNE3629-KR-XL,JNE3629,KURTA,XL,Green
5070,JNE3629-KR-XS,JNE3629,KURTA,XS,Green
5071,JNE3629-KR-XXL,JNE3629,KURTA,XXL,Green
5072,JNE3629-KR-XXXL,JNE3629,KURTA,XXXL,Green
5073,JNE3630-KR-L,JNE3630,KURTA,L,Blue
5074,JNE3630-KR-M,JNE3630,KURTA,M,Blue
5075,JNE3630-KR-S,JNE3630,KURTA,S,Blue
5076,JNE3630-KR-XL,JNE3630,KURTA,XL,Blue
5077,JNE3630-KR-XS,JNE3630,KURTA,XS,Blue
5078,JNE3630-KR-XXL,JNE3630,KURTA,XXL,Blue
5079,JNE3630-KR-XXXL,JNE3630,KURTA,XXXL,Blue
5080,JNE3631-DR-L,JNE3631,DRESS,L,Blue
5081,JNE3631-DR-M,JNE3631,DRESS,M,Blue
5082,JNE3631-DR-S,JNE3631,DRESS,S,Blue
5083,JNE3631-DR-XL,JNE3631,DRESS,XL,Blue
5084,JNE3631-DR-XS,JNE3631,DRESS,XS,Blue
5085,JNE3631-DR-XXL,JNE3631,DRESS,XXL,Blue
5086,JNE3631-DR-XXXL,JNE3631,DRESS,XXXL,Blue
5087,JNE3633-KR-L,JNE3633,KURTA,L,Green
5088,JNE3633-KR-M,JNE3633,KURTA,M,Green
5089,JNE3633-KR-S,JNE3633,KURTA,S,Green
5090,JNE3633-KR-XL,JNE3633,KURTA,XL,Green
5091,JNE3633-KR-XS,JNE3633,KURTA,XS,Green
5092,JNE3633-KR-XXL,JNE3633,KURTA,XXL,Green
5093,JNE3633-KR-XXXL,JNE3633,KURTA,XXXL,Green
5094,JNE3634-KR-L,JNE3634,KURTA,L,Teal
5095,JNE3634-KR-M,JNE3634,KURTA,M,Teal
5096,JNE3634-KR-S,JNE3634,KURTA,S,Teal
5097,JNE3634-KR-XL,JNE3634,KURTA,XL,Teal
5098,JNE3634-KR-XS,JNE3634,KURTA,XS,Teal
5099,JNE3634-KR-XXL,JNE3634,KURTA,XXL,Teal
5100,JNE3634-KR-XXXL,JNE3634,KURTA,XXXL,Teal
5101,JNE3635-KR-L,JNE3635,KURTA,L,Maroon
5102,JNE3635-KR-M,JNE3635,KURTA,M,Maroon
5103,JNE3635-KR-S,JNE3635,KURTA,S,Maroon
5104,JNE3635-KR-XL,JNE3635,KURTA,XL,Maroon
5105,JNE3635-KR-XS,JNE3635,KURTA,XS,Maroon
5106,JNE3635-KR-XXL,JNE3635,KURTA,XXL,Maroon
5107,JNE3635-KR-XXXL,JNE3635,KURTA,XXXL,Maroon
5108,JNE3636-KR-L,JNE3636,KURTA,L,Maroon
5109,JNE3636-KR-M,JNE3636,KURTA,M,Maroon
5110,JNE3636-KR-S,JNE3636,KURTA,S,Maroon
5111,JNE3636-KR-XL,JNE3636,KURTA,XL,Maroon
5112,JNE3636-KR-XS,JNE3636,KURTA,XS,Maroon
5113,JNE3636-KR-XXL,JNE3636,KURTA,XXL,Maroon
5114,JNE3636-KR-XXXL,JNE3636,KURTA,XXXL,Maroon
5115,JNE3637-KR-L,JNE3637,KURTA,L,Charcoal
5116,JNE3637-KR-M,JNE3637,KURTA,M,Charcoal
5117,JNE3637-KR-S,JNE3637,KURTA,S,Charcoal
5118,JNE3637-KR-XL,JNE3637,KURTA,XL,Charcoal
5119,JNE3637-KR-XS,JNE3637,KURTA,XS,Charcoal
5120,JNE3637-KR-XXL,JNE3637,KURTA,XXL,Charcoal
5121,JNE3637-KR-XXXL,JNE3637,KURTA,XXXL,Charcoal
5122,JNE3638-KR-L,JNE3638,KURTA,L,Orange
5123,JNE3638-KR-M,JNE3638,KURTA,M,Orange
5124,JNE3638-KR-S,JNE3638,KURTA,S,Orange
5125,JNE3638-KR-XL,JNE3638,KURTA,XL,Orange
5126,JNE3638-KR-XS,JNE3638,KURTA,XS,Orange
5127,JNE3638-KR-XXL,JNE3638,KURTA,XXL,Orange
5128,JNE3638-KR-XXXL,JNE3638,KURTA,XXXL,Orange
5129,JNE3639-TP-L,JNE3639,TOP,L,Maroon
5130,JNE3639-TP-M,JNE3639,TOP,M,Maroon
5131,JNE3639-TP-S,JNE3639,TOP,S,Maroon
5132,JNE3639-TP-XL,JNE3639,TOP,XL,Maroon
5133,JNE3639-TP-XS,JNE3639,TOP,XS,Maroon
5134,JNE3639-TP-XXL,JNE3639,TOP,XXL,Maroon
5135,JNE3639-TP-XXXL,JNE3639,TOP,XXXL,Maroon
5136,JNE3640-TP-L,JNE3640,TOP,L,Green
5137,JNE3640-TP-M,JNE3640,TOP,M,Green
5138,JNE3640-TP-S,JNE3640,TOP,S,Green
5139,JNE3640-TP-XL,JNE3640,TOP,XL,Green
5140,JNE3640-TP-XS,JNE3640,TOP,XS,Green
5141,JNE3640-TP-XXL,JNE3640,TOP,XXL,Green
5142,JNE3641-TP-L,JNE3641,TOP,L,Black
5143,JNE3641-TP-M,JNE3641,TOP,M,Black
5144,JNE3641-TP-S,JNE3641,TOP,S,Black
5145,JNE3641-TP-XL,JNE3641,TOP,XL,Black
5146,JNE3641-TP-XS,JNE3641,TOP,XS,Black
5147,JNE3641-TP-XXL,JNE3641,TOP,XXL,Black
5148,JNE3642-TP-L,JNE3642,TOP,L,Peach
5149,JNE3642-TP-M,JNE3642,TOP,M,Peach
5150,JNE3642-TP-S,JNE3642,TOP,S,Peach
5151,JNE3642-TP-XL,JNE3642,TOP,XL,Peach
5152,JNE3642-TP-XS,JNE3642,TOP,XS,Peach
5153,JNE3642-TP-XXL,JNE3642,TOP,XXL,Peach
5154,JNE3643-TP-L,JNE3643,TOP,L,Cream
5155,JNE3643-TP-M,JNE3643,TOP,M,Cream
5156,JNE3643-TP-S,JNE3643,TOP,S,Cream
5157,JNE3643-TP-XL,JNE3643,TOP,XL,Cream
5158,JNE3643-TP-XS,JNE3643,TOP,XS,Cream
5159,JNE3643-TP-XXL,JNE3643,TOP,XXL,Cream
5160,JNE3644-TP-L,JNE3644,TOP,L,Blue
5161,JNE3644-TP-M,JNE3644,TOP,M,Blue
5162,JNE3644-TP-S,JNE3644,TOP,S,Blue
5163,JNE3644-TP-XL,JNE3644,TOP,XL,Blue
5164,JNE3644-TP-XS,JNE3644,TOP,XS,Blue
5165,JNE3644-TP-XXL,JNE3644,TOP,XXL,Blue
5166,JNE3645-TP-L,JNE3645,TOP,L,Red
5167,JNE3645-TP-M,JNE3645,TOP,M,Red
5168,JNE3645-TP-S,JNE3645,TOP,S,Red
5169,JNE3645-TP-XL,JNE3645,TOP,XL,Red
5170,JNE3645-TP-XS,JNE3645,TOP,XS,Red
5171,JNE3645-TP-XXL,JNE3645,TOP,XXL,Red
5172,JNE3645-TP-XXXL,JNE3645,TOP,XXXL,Red
5173,JNE3647-TP-L,JNE3647,TOP,L,Pink
5174,JNE3647-TP-M,JNE3647,TOP,M,Pink
5175,JNE3647-TP-S,JNE3647,TOP,S,Pink
5176,JNE3647-TP-XL,JNE3647,TOP,XL,Pink
5177,JNE3647-TP-XS,JNE3647,TOP,XS,Pink
5178,JNE3647-TP-XXL,JNE3647,TOP,XXL,Pink
5179,JNE3648-TP-L,JNE3648,TOP,L,Cream
5180,JNE3648-TP-M,JNE3648,TOP,M,Cream
5181,JNE3648-TP-S,JNE3648,TOP,S,Cream
5182,JNE3648-TP-XL,JNE3648,TOP,XL,Cream
5183,JNE3648-TP-XS,JNE3648,TOP,XS,Cream
5184,JNE3648-TP-XXL,JNE3648,TOP,XXL,Cream
5185,JNE3649-TP-L,JNE3649,TOP,L,Black
5186,JNE3649-TP-M,JNE3649,TOP,M,Black
5187,JNE3649-TP-S,JNE3649,TOP,S,Black
